"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","11264","未登录时跳转","testcases.user_center","Sun Dec 08 18:55:28 CST 2024","passed","Sun Dec 08 18:55:40 CST 2024","TestUser","test_user","",""
